,Unnamed: 0,url,title,date,summary,Dates,Date Close Price (n),Next Day Close Price (n+1),Difference in Price (n+1) - (n),Percentage of Difference to Close Price,Label,Specialized Yield,General Yield,Summary Length,Content Yield,Weighted Impact Factor
3099,6149,https://finance.yahoo.com/news/disney-streaming-access-disney-vault-195807140.html?.tsrc=rss,Disney+ Streaming to Include Access to the Disney Vault,2019-03-07,"Netflix (NASDAQ:NFLX) is the undisputed leader in the video streaming market. Its early arrival to the scene, vast library of content licensed from TV and movie studios and growing collection of original programming have netted the company 139 million subscribers. The value of Netflix stock has increased over 6,100% in the past decade. But the company faces a big challenge in the form of Disney's (NYSE:DIS) new streaming service which will launch later this year. That challenge just got even more formidable with news that Disney+ will offer the entire catalog of Disney's animated movies -- the so-called &quot;Disney Vault.&quot;Source: Disney With the opening of &quot;the vault&quot; J.P. Morgan is predicting Disney+ will eventually draw 160 million subscribers globally.  Disney+ Just Got Even More Threatening for NetflixDisney+ is the new video streaming service that's set to debut in late 2019. The confirmation that Disney+ had a name and would be launching this year was enough to help set Netflix stock back nearly 3% last November.   * 5 Reasons Stocks Are Falling Right Now When Disney launches its video streaming service, it will do so with a considerable library of movies and TV content from its Disney, ABC and recently acquired Fox properties. That includes popular movies franchises like Star Wars and the Marvel movies. And all of these titles will be yanked from Netflix this year.InvestorPlace - Stock Market News, Stock Advice & Trading TipsThe situation for Netflix just got a little more unpleasant on news that Disney+ will also offer all the classic animated movies from the Disney Vault. This includes titles ranging from Cinderella to Aladdin.J.P Morgan released an investor note yesterday predicting that Disney's popularity globally, the company's marketing ability, and the massive content library available for its streaming video service will see Disney+ eventually hit 160 million subscribers. That will make it a serious rival to Netflix. With Disney+ expected to undercut Netflix on monthly subscription costs (even more noticeable after the company hiked rates to start off 2019), it will put additional pressure on NFLX.  Why the Disney Vault Is ImportantWhat's the big deal about the Disney Vault and how can its collection -- the company has only produced 57 animated feature films -- make such a big difference for the Disney+ prospects?Disney has carefully managed the distribution of these movies since the days of VHS movies releases, continuing through DVD, Blu-Ray and into streaming. The result has been what The Verge describes as a deliberate artificial shortage of these popular movies. Titles are available in a format for a short period of time before being put back in &quot;the vault&quot; and then consumers are forced to wait -- or pay big dollars for used copies. By opening up the vault and making all of those animated classics available to Disney+ subscribers, DIS is making its streaming video service look like a must-have for millions of Disney fans who don't already own the complete library of movies. And it will have instant appeal to families, whose children frequently watch the Disney classics over and over. 2019 Will Kick Off a Serious Video Streaming Video WarUp until now, Netflix has not had to face truly serious competition for video subscribers. Amazon (NASDAQ:AMZN) has over 100 million Prime subscribers in the U.S. -- and they get Amazon Prime video as part of the deal. But Amazon Prime video is more of a perk than a video streaming service that competes directly with Netflix on a subscriber basis. There are lots of smaller services as well, but none that come close to the numbers Netflix puts up. But in 2019, Netflix will face big challenges. Apple (NASDAQ:AAPL) is getting in the game, but Disney+ is the real threat. J.P. Morgan thinks the result will be too many streaming services, resulting in a shakeout, but Disney's new service will thrive:&quot;While there is little question there are more direct-to-consumer services today than ultimately should survive, we have no doubt that Disney+ remains on the short list of products that should prevail longer-term.&quot;  * 5 Airline Stocks In Serious Trouble Good news if you've been itching to watch Alice in Wonderland and your VHS copy is gathering dust on a shelf, probably not so great if you own Netflix stock.As of this writing, Brad Moon did not hold a position in any of the aforementioned securities. More From InvestorPlace  * 2 Toxic Pot Stocks You Should Avoid   * 7 Dividend Stocks Already Rewarding Shareholders In 2019   * The 10 Best-Performing ETFs This Year   * 7 Stocks That Should Be Worried About a Data Dividend Compare Brokers The post Disney+ Streaming to Include Access to the Disney Vault appeared first on InvestorPlace.",2019-03-07,172.5,172.91,0.41,0.0023768120000000003,Don't move,1,33,792,35,4.41919191919192
3107,6166,https://finance.yahoo.com/m/73f9da39-df9a-31e4-a42a-358a837f7f9c/apple-ceo-trumps-trump%2C.html?.tsrc=rss,"Apple CEO trumps Trump, reframing his name game",2019-03-06,"SAN FRANCISCO (AP) â To President Donald Trump, it was an awkward slip of the lip. To Apple CEO Tim Cook, it was an opportunity to poke some sly fun at a president who has often clashed with the tech industry.",2019-03-06,174.52,172.5,-2.02,-0.011574605,Don't move,2,1,41,5,12.195121951219512
3108,6167,https://finance.yahoo.com/news/apple-ceo-trumps-trump-reframing-224556052.html?.tsrc=rss,"Apple CEO trumps Trump, reframing his name game",2019-03-06,"To President Donald Trump, it was an awkward slip of the lip.  To Apple CEO Tim Cook, it was an opportunity to poke some sly fun at a president who has often clashed with the tech industry.  A day after Trump mistakenly referred to Cook at a White House meeting as ""Tim Apple"" â an understandable slip, perhaps, coming from the owner of the Trump Organization â Cook quietly altered his Twitter profile , replacing his last name with the Apple logo.",2019-03-06,174.52,172.5,-2.02,-0.011574605,Don't move,3,1,84,7,8.333333333333332
3117,6176,https://finance.yahoo.com/news/dialog-semi-sees-core-business-111053964.html?.tsrc=rss,"Dialog Semi, smaller after Apple deal, targets new growth areas",2019-03-06,"Dialog Semiconductor is targeting new growth opportunities from home healthcare to gaming consoles following a $600 million deal to cut its exposure to Apple, CEO Jalal Bagherli told Reuters on Wednesday.  The Anglo-German chip designer struck the deal in October with Apple, which accounts for three-quarters of its revenue, helping it to weather an iPhone sales downturn better than other suppliers to the smartphone maker.  Dialog said the business that will remain after it transfers a team of programmers and patents to Apple should show strong growth in 2019, weighted towards the second half.",2019-03-06,174.52,172.5,-2.02,-0.011574605,Don't move,3,6,96,12,12.5
3118,6177,https://finance.yahoo.com/news/fitbit-launches-lower-cost-fitness-141044588.html?.tsrc=rss,"Fitbit launches lower-cost fitness devices to combat Samsung, Apple",2019-03-06,"San Francisco-based Fitbit said the Versa Lite smartwatch will cost $160, down from $200 for the full version.  In 2018, Fitbit sold 5.5 million smartwatches, behind the biggest seller Apple Inc's 22.5 million units, but just ahead of Samsung's 5.3 million units, according to data firm Strategy Analytics.  Indeed, rivalry for a greater share of the market has heated up as Apple and Samsung have added features for health tracking, Fitbit's core focus.",2019-03-06,174.52,172.5,-2.02,-0.011574605,Don't move,3,4,75,10,13.333333333333334
3122,6181,https://uk.news.yahoo.com/apple-finally-fix-iphones-even-141800093.html?.tsrc=rss,"Apple will finally fix iPhones even if they have a third-party battery inside, leak suggests",2019-03-06,"Apple will finally fix your iPhone, even if it has someone else's battery inside.  Until now, iPhones with replacement battery that were installed by someone other than Apple employees have been excluded from being fixed.  It can now be swapped out for one of Apple's own batteries for a standard fee.",2019-03-06,174.52,172.5,-2.02,-0.011574605,Don't move,2,1,53,5,9.433962264150944
3123,6182,http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/UPApOW1LA_c/whats-the-revenue-potential-for-apples-proposed-credit-card-with-goldman-cm1109886,What's The Revenue Potential For Apple's Proposed Credit Card With Goldman?,2019-03-06,The Wall Street Journal reported recently that Apple 160 AAPL and Goldman Sachs were working together to offer a new credit card The card will apparently be tightly integrated with a native iPhone app and could lead to a broader partnership between the two companies to offer a range,2019-03-06,174.52,172.5,-2.02,-0.011574605,Don't move,2,0,49,4,8.16326530612245
3124,6183,http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/alVL4zJ9lxk/whats-the-revenue-potential-for-apples-proposed-credit-card-with-goldman-cm1109886,What's The Revenue Potential For Apple's Proposed Credit Card With Goldman?,2019-03-06,The Wall Street Journal reported recently that Apple 160 AAPL and Goldman Sachs were working together to offer a new credit card The card will apparently be tightly integrated with a native iPhone app and could lead to a broader partnership between the two companies to offer a range,2019-03-06,174.52,172.5,-2.02,-0.011574605,Don't move,2,0,49,4,8.16326530612245
3126,6185,https://finance.yahoo.com/m/312df45e-81a0-3fb0-8be7-ba8537f3d7a9/google-won%27t-remove-a-saudi.html?.tsrc=rss,Google won't remove a Saudi app that lets men track women,2019-03-06,"Absher, an app designed by the Saudi government, allows men to track women and deny them permission to travel.  After investigating the app, Google told a Congresswoman that Absher does not violate its terms and conditions.  The app is currently available on both Apple and Googleâs app stores despite a call from U.S. politicians for both companies to remove it.",2019-03-06,174.52,172.5,-2.02,-0.011574605,Don't move,1,0,62,2,3.225806451612903
3130,6189,https://finance.yahoo.com/news/dialog-semi-now-sees-2019-074156631.html?.tsrc=rss,"Dialog Semi sees core business growing post-Apple deal, shares rally",2019-03-06,"Dialog Semiconductor forecast revenues will drop this year as it completes a $600 million (456.4 million pounds) transfer of programmers and patents to iPhone maker Apple, but still won market plaudits as it said its remaining business would grow strongly.  Shares in the Anglo-German chip designer rose by 6.6 percent after its forecast of a single-digit percentage revenue drop this year proved marginally more optimistic than a consensus view among analysts of a 9 percent fall.  The Anglo-German chip designer struck a deal in October to reduce its exposure to Apple, which accounts for three-quarters of revenue, helping it weather a downturn in iPhone sales better than other suppliers to the smartphone maker.",2019-03-06,174.52,172.5,-2.02,-0.011574605,Don't move,2,12,115,16,13.91304347826087
3131,6190,https://finance.yahoo.com/news/apple-supplier-dialog-expects-revenue-082223350.html?.tsrc=rss,Apple Supplier Dialog Expects Revenue Fall Despite Strong 2018,2019-03-06,"The British chipmaker said revenue from sales of its power-management technology would fall ""by single-digital percentage points."" In October, Apple signed a $600 million deal withÂ Dialog to license the U.K. chip designerâs power management technology and acquire certain assets, including more than 300 staff.  The agreement with Apple came almost a year after Dialog warned investors that its major customer could start designing its own power-management chips.  Dialog relies on Apple for about three-quarters of its revenue, predominantly through the supply of chips that handle charging and manage power in smartphones.",2019-03-06,174.52,172.5,-2.02,-0.011574605,Don't move,3,7,93,13,13.978494623655912
3132,6191,https://finance.yahoo.com/news/chinese-online-retailers-slash-iphone-071327150.html?.tsrc=rss,Chinese online retailers slash iPhone prices for second time this year,2019-03-06,"Chinese online retailers have started discounting iPhones for the second time this year as Apple Inc wrestles with a prolonged sales slowdown in the world's largest smartphone market.  Several electronics vendors announced discounts on iPhone devices this week, following mass discounts in January just before Apple reported sinking sales in China.  Gadget retailer Suning.Com Co Ltd said it would slash the price of the iPhone XS by as much as 1,000 yuan ($148.95) from its official price.",2019-03-06,174.52,172.5,-2.02,-0.011574605,Don't move,4,7,79,15,18.9873417721519
3133,6192,https://www.yahoo.com/entertainment/apple-may-fixed-macbook-flexgate-054759611.html?.tsrc=rss,"Apple may have fixed MacBook 'flexgate,' Corning works on bendable Gorilla Glass",2019-03-06,"Today's major tech stories include Apple's apparent fix for a MacBook problem, a disc-less Xbox One S on the horizon and Corning's efforts on a bendable version of its Gorilla Glass.",2019-03-06,174.52,172.5,-2.02,-0.011574605,Don't move,1,0,31,2,6.451612903225806
3134,6193,http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/AFwcCQnYbSk/tuesday-apple-rumors-5g-supplier-foldable-phones-futuristic-car-cm1109784,"Tuesday Apple Rumors: 5G Supplier, Foldable Phones, Futuristic Car",2019-03-06,InvestorPlace Stock Market News Stock Advice amp Trading Tips This week s Tuesday 160 Apple 160 NASDAQ AAPL rumors the company may be upping its tech game with new foldable phones and a future car that uses a fiber optic,2019-03-06,174.52,172.5,-2.02,-0.011574605,Don't move,1,3,40,5,12.5
3135,6194,http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/7KwCxyLF4RA/tuesday-apple-rumors-5g-supplier-foldable-phones-futuristic-car-cm1109784,"Tuesday Apple Rumors: 5G Supplier, Foldable Phones, Futuristic Car",2019-03-06,InvestorPlace Stock Market News Stock Advice amp Trading Tips This week s Tuesday 160 Apple 160 NASDAQ AAPL rumors the company may be upping its tech game with new foldable phones and a future car that uses a fiber optic,2019-03-06,174.52,172.5,-2.02,-0.011574605,Don't move,1,3,40,5,12.5
3136,6195,https://finance.yahoo.com/news/samsung-working-two-more-foldable-014239361.html?.tsrc=rss,SamsungÂ Working on TwoÂ More Foldable Smartphones,2019-03-06,"The South Korean manufacturer is said to be developing a clamshell-like device, and another that folds away from the user similar to Huawei Technologies Co.âs Mate X, people familiar with the matter said, asking not to be identified discussing internal plans.  The $1,980 Galaxy Fold that Samsung plans to release in April folds inward like a notebook.  While itâs still too early to gauge how much demand there will be for smartphones with flexible screens, Samsung and other rivals are eager to gain an edge over Apple Inc. in the $495 billion industry, especially amid cooling sales.",2019-03-06,174.52,172.5,-2.02,-0.011574605,Don't move,3,3,99,9,9.090909090909092
3137,6196,https://finance.yahoo.com/news/ceos-tell-trump-hiring-more-233948066.html?.tsrc=rss,CEOs tell Trump they are hiring more Americans without college degrees,2019-03-05,"Chief executives of major companies said at a White House forum on Wednesday that they are hiring more Americans without college degrees as they search to find increasingly scarce applicants for open jobs.  The White House hosted CEOs of major corporations who joined a Trump administration advisory board on workforce issues, including from Apple Inc, IBM Corp, Lockheed Martin Corp, Siemens USA and Home Depot Inc, who are part of a 25-member board co-chaired by President Donald Trump's daughter and adviser Ivanka Trump and Commerce Secretary Wilbur Ross.",2019-03-05,175.53,174.52,-1.01,-0.005754001999999999,Don't move,1,1,89,3,3.3707865168539324
3141,6205,https://finance.yahoo.com/video/kids-proficient-coding-time-graduate-221005094.html?.tsrc=rss,"Kids should be proficient in coding by the time they graduate, says Apple CEO Tim Cook",2019-03-05,Apple CEO Tim Cook speaks at the White House Workforce Policy Advisory Board meeting.,2019-03-05,175.53,174.52,-1.01,-0.005754001999999999,Don't move,2,0,14,4,28.57142857142857
3142,6206,https://finance.yahoo.com/news/business-highlights-220818674.html?.tsrc=rss,Business Highlights,2019-03-05,"Facebook CEO Mark Zuckerberg is laying out a new ""privacy-focused"" vision for social networking.  NEW YORK (AP) -- Dollar Tree is closing up to 390 Family Dollar stores this year and rebranding about 200 others under the Dollar Tree name.",2019-03-05,175.53,174.52,-1.01,-0.005754001999999999,Don't move,1,0,41,2,4.878048780487805
3144,6247,https://finance.yahoo.com/m/1731ea64-e510-3487-adc9-14ca29ab4d26/apple-still-leads-the.html?.tsrc=rss,"Apple Still Leads the Smartwatch Space, but Growth Is Slowing",2019-03-04,"Tech Sector Must-Knows: Box, Amazon, Apple, and Lyft(Continued from Prior Part)Apple had a 50% market share in smartwatches in 2018 Apple (AAPL) disrupted the wearable segment (WEAR) a few years back by launching its smartwatches, which almost",2019-03-04,175.85,175.53,-0.32,-0.0018197329999999998,Don't move,1,2,37,4,10.81081081081081
3150,6277,http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/c95eILf_wGw/friday-apple-rumors-possible-airpods-2-release-date-leaks-cm1108589,Friday Apple Rumors: Possible AirPods 2 Release Date Leaks,2019-02-28,InvestorPlace Stock Market News Stock Advice amp Trading Tips Leading the Apple 160 NASDAQ AAPL rumor mill today is news of a possible release date for the AirPods 2 Today we ll look at that and other Apple Rumors for Friday Source Apple AirPods 2 If a,2019-02-28,173.15,174.97,1.82,0.010511118,Don't move,3,3,47,9,19.148936170212767
3151,6278,http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/fBfoYbjO40I/friday-apple-rumors-possible-airpods-2-release-date-leaks-cm1108589,Friday Apple Rumors: Possible AirPods 2 Release Date Leaks,2019-02-28,InvestorPlace Stock Market News Stock Advice amp Trading Tips Leading the Apple 160 NASDAQ AAPL rumor mill today is news of a possible release date for the AirPods 2 Today we ll look at that and other Apple Rumors for Friday Source Apple AirPods 2 If a,2019-02-28,173.15,174.97,1.82,0.010511118,Don't move,3,3,47,9,19.148936170212767
3153,6280,https://finance.yahoo.com/video/apple-ceo-tim-cook-faces-222308989.html?.tsrc=rss,"Apple CEO Tim Cook faces tough privacy, political questions from investors",2019-02-28,FBNâs Susan Li and Axios technology reporter David McCabe on how Apple CEO Tim Cook faced tough questions from investors about politics and privacy.,2019-02-28,173.15,174.97,1.82,0.010511118,Don't move,2,1,24,5,20.833333333333336
3162,6289,https://finance.yahoo.com/news/5-top-stock-trades-monday-203306116.html?.tsrc=rss,"5 Top Stock Trades for Monday: TSLA, AAPL, AMZN, KR",2019-02-28,"After a strong open, bulls are trying to keep stocks higher on the day. But we continue to muddle through this area of &quot;chop&quot; as investors search for direction. Let's look at some top stock trades while we're at it. Top Stock Trades for Tomorrow 1: TeslaPlunging more than 8% on Friday, Tesla (NASDAQ:TSLA) stock is under pressure after the company introduced its $35,000 Model 3 and said it's unlikely to turn a profit in the first quarter.InvestorPlace - Stock Market News, Stock Advice & Trading Tips  * 9 Best Stocks to Buy on U.S.-China Trade Optimism Above is a six-month chart, a smaller timeframe than we usually use for Tesla. Below $290 and I would have some concern that support is giving way. Downtrend resistance (blue line) is clearly pressuring Tesla, and below support could spell a test of the $250 to $260 lows. Top Stock Trades for Tomorrow 2: Nasdaq ETFLet's look at tech, via the PowerShares QQQ Trust ETF (NASDAQ:QQQ). Despite seemingly everyone calling for a pullback in the market, stocks have continued to gravitate higher. This tough &quot;chop&quot; has made it difficult for swing traders, with a number of false moves (higher and lower) frustrating a number of people.Is the QQQ setting up for a run to $180+ now? It could be, particularly as uptrend support and the 200-day moving average are still intact. Above the 21-day and it's hard to get too bearish on QQQ and tech.But here's why the QQQ is so important: If this ETF starts to push higher, it can create big-time breakouts in individual stocks, like the two names belowâ¦ Top Stock Trades for Tomorrow 3: AppleApple (NASDAQ:AAPL), Amazon (NASDAQ:AMZN) and Alphabet (NASDAQ:GOOGL, NASDAQ:GOOG) are some of the market's biggest companies. With Apple, this name has been consolidating in a miraculously tight range.Over uptrend support and the 21-day moving average, and it's hard to be bearish on Apple. On a breakout over $175, this stock could start to garner some momentum. I am long Apple for its great business, but also separately in anticipation of this potential breakout. Below the 21-day and I'll reconsider my trade. Top Stock Trades for Tomorrow 4: AmazonAmazon and GOOGL are both setting up similarly, so let's just cover one of them. These big names have all been very quietly consolidating, while a number of other medium- and small-cap stocks have been posting the big moves. If they start to move in unison, it could trigger some big moves in both directions.I like that AMZN has made a big move over the 100-day moving average, as Amazon could be gearing up for a move to the $1,725 to $1,750 area. Above that and Amazon can really start to fly. Top Stock Trades for Tomorrow 5: KrogerAmazon launching a grocery chain is weighing on Kroger (NYSE:KR), which is down over 4% on the day. It's good that shares are bouncing from the $27 to $27.50 support area and are holding onto uptrend support (black line). That said, KR is hanging by a thread.The move below all of its major moving averages and its threat to break down from its tightening range -- a series of higher lows and lower highs -- has me thinking $26 could be coming sooner rather than later.  * 7 March Madness Stocks to Consider for the Big Dance Watch ~$27.25. Below that and $26 is on deck. All said, the tech names look more enticing to me.Bret Kenwell is the manager and author of Future Blue Chips and is on Twitter @BretKenwell. As of this writing, Bret Kenwell is long AAPL, GOOGL and AMZN.  More From InvestorPlace  * 2 Toxic Pot Stocks You Should Avoid   * 7 Reasons Kraft Heinz Stock Is a Contrarian Buy   * 5 Housing Stocks to Buy for Renewed Homebuilder Confidence   * 7 of the Best ETFs to Buy for a Rock-Solid Portfolio Compare Brokers The post 5 Top Stock Trades for Monday: TSLA, AAPL, AMZN, KR appeared first on InvestorPlace.",2019-02-28,173.15,174.97,1.82,0.010511118,Don't move,2,24,673,28,4.160475482912332
3164,6307,https://finance.yahoo.com/m/c368282b-7b52-3877-9d26-395c9637d4ba/huawei-is-casting-apple-from.html?.tsrc=rss,Huawei Is Casting Apple From the Fold in China,2019-02-28,"The future of mobile devices is foldable, and that is really bad news for Apple  . Huawei revealed its foldable Mate X ahead of the Mobile World Congress in Barcelona. The jaw-dropping 5G device should have Apple managers shaking in their boots.",2019-02-28,173.15,174.97,1.82,0.010511118,Don't move,2,0,43,4,9.30232558139535
3166,6309,https://finance.yahoo.com/m/5f1642a9-b443-3ca5-b0d6-e361a85414d9/apple-cuts-nearly-200-jobs.html?.tsrc=rss,Apple cuts nearly 200 jobs from top-secret self-driving car program,2019-02-28,"The job cuts, which will take place at eight Apple facilities in Santa Clara County, appear to be the first big shake-up of Apple's autonomous vehicle project under former Tesla executive Doug Field.",2019-02-28,173.15,174.97,1.82,0.010511118,Don't move,1,2,33,4,12.121212121212121
3170,6313,https://finance.yahoo.com/news/apple-self-driving-car-layoffs-004249310.html?.tsrc=rss,Apple self-driving car layoffs give hints to division's direction,2019-02-28,"The tech firm said in a filing with state regulators that it planned to lay off people from eight different Santa Clara County facilities near its Cupertino, California, headquarters, as of April 16.  A company spokesman confirmed that the reduction was from the self-driving car program.  Among those laid off were at least two dozen software engineers, including a machine learning engineer, and 40 hardware engineers, according to a letter sent by Apple to California employment regulators earlier this month.",2019-02-28,173.15,174.97,1.82,0.010511118,Don't move,1,0,82,2,2.4390243902439024
3171,6314,http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/Ho8fB5mFU9U/could-microsoft-become-a-1-trillion-company-this-year-cm1107281,Could Microsoft Become a $1 Trillion Company This Year?,2019-02-28,Apple NASDAQ AAPL and Amazon NASDAQ AMZN both briefly became trillion dollar companies over the past year However neither company remained above that valuation and analysts rushed to crown the next trillion dollar company One of the top candidates is,2019-02-28,173.15,174.97,1.82,0.010511118,Don't move,1,0,40,2,5.0
3172,6315,http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/XzN4Ny-QxTc/could-microsoft-become-a-1-trillion-company-this-year-cm1107281,Could Microsoft Become a $1 Trillion Company This Year?,2019-02-28,Apple NASDAQ AAPL and Amazon NASDAQ AMZN both briefly became trillion dollar companies over the past year However neither company remained above that valuation and analysts rushed to crown the next trillion dollar company One of the top candidates is,2019-02-28,173.15,174.97,1.82,0.010511118,Don't move,1,0,40,2,5.0
3173,6316,https://finance.yahoo.com/m/2495e760-645b-3180-a8ab-4705886a747a/%5B%24%24%5D-apple-and-facebook.html?.tsrc=rss,[$$] Apple and Facebook Fighting International Encryption Battle,2019-02-28,"Nearly three years after the Federal Bureau of Investigation abandoned an effort to force Apple Inc. to extract data from an encrypted iPhone, technology companies are facing several new efforts from governments fighting for access to digital secrets.  Australia and the U.K. have passed laws that make it easier for law enforcement to compel tech companies to turn over data, although the impact of those measures has yet to be tested.  India is considering a sweeping law that would give authorities access to some data from the hugely popular WhatsApp messaging service within its borders, and the U.S. has signaled it has not given up on its efforts to get inside of encrypted devices such as Appleâs.",2019-02-28,173.15,174.97,1.82,0.010511118,Don't move,1,1,119,3,2.5210084033613445
3174,6317,https://finance.yahoo.com/news/apple-self-driving-car-layoffs-003750186.html?.tsrc=rss,Apple self-driving car layoffs give hints to division's direction,2019-02-28,"The tech firm said in a filing with state regulators that it planned to lay off people from eight different Santa Clara County facilities near its Cupertino, California, headquarters, as of April 16.  A company spokesman confirmed that the reduction was from the self-driving car program.  Among those laid off were at least two dozen software engineers, including a machine learning engineer, and 40 hardware engineers, according to a letter sent by Apple to California employment regulators earlier this month.",2019-02-28,173.15,174.97,1.82,0.010511118,Don't move,1,0,82,2,2.4390243902439024
3175,6318,https://finance.yahoo.com/m/8fbaaeb8-08da-32e0-b54c-df52ede3cc47/apple-lays-off-190-employees.html?.tsrc=rss,Apple lays off 190 employees from self-driving car unit: report,2019-02-28,"Apple Inc.  has laid off 190 employees in its self-driving car unit, Reuters reported Wednesday. Details of the layoffs were part of a filing to California&apos;s Employment Development Department. Last month, CNBC reported that the layoffs were happening at the project, known as Project Titan -- apparently the same job cuts that were reported to the state. Most of those laid off were hardware and software engineers. Apple&apos;s self-driving car project has changed focus a number of times in recent years. Earlier this month, California&apos;s Department of Motor Vehicles reported that in 2018, Apple ranked third among the state&apos;s autonomous-car permit holders in miles tested, but ranked last in disengagements, meaning human drivers had to intervene about once every mile.",2019-02-28,173.15,174.97,1.82,0.010511118,Don't move,2,7,121,11,9.090909090909092
3176,6319,https://finance.yahoo.com/news/could-microsoft-become-1-trillion-003000713.html?.tsrc=rss,Could Microsoft Become a $1 Trillion Company This Year?,2019-02-28,Will Microsoft be the next company to cross the 13-figure threshold?,2019-02-28,173.15,174.97,1.82,0.010511118,Don't move,1,0,11,2,18.181818181818183
3180,6323,http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/6dOHgcreyX8/thursday-apple-rumors-apple-registers-two-new-ipad-models-cm1107994,Thursday Apple Rumors: Apple Registers Two New iPad Models,2019-02-27,InvestorPlace Stock Market News Stock Advice amp Trading Tips Leading the Apple 160 NASDAQ AAPL rumor mill today is news of new iPad models coming soon Today we ll look at that and other Apple Rumors for Thursday New,2019-02-27,174.87,173.15,-1.72,-0.009835878000000001,Don't move,3,3,39,9,23.076923076923077
3181,6324,http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/QkOtBW0G3WE/thursday-apple-rumors-apple-registers-two-new-ipad-models-cm1107994,Thursday Apple Rumors: Apple Registers Two New iPad Models,2019-02-27,InvestorPlace Stock Market News Stock Advice amp Trading Tips Leading the Apple 160 NASDAQ AAPL rumor mill today is news of new iPad models coming soon Today we ll look at that and other Apple Rumors for Thursday New,2019-02-27,174.87,173.15,-1.72,-0.009835878000000001,Don't move,3,3,39,9,23.076923076923077
3193,6336,https://finance.yahoo.com/m/422e5bc5-b300-34db-8513-fb1f4fbfe786/apple-touted-as-big.html?.tsrc=rss,Apple Touted As Big Beneficiary Of 5G Wireless Upgrade Cycle,2019-02-27,"Apple isnât expected to debut a 5G iPhone until late 2020. But the company is seen as one of the biggest beneficiaries of the 5G wireless upgrade cycle, according to a top analyst.",2019-02-27,174.87,173.15,-1.72,-0.009835878000000001,Don't move,2,0,33,4,12.121212121212121
3194,6337,http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/W8AU5-5EOz0/is-larry-culp-leading-general-electric-in-the-right-direction-cm1107925,Is Larry Culp Leading General Electric In the Right Direction?,2019-02-27,InvestorPlace Stock Market News Stock Advice amp Trading Tips He certainly said all the right things and he said them in the right way Now just because General Electric NYSE GE CEO Larry Culp can make investors feel good it doesn t necessarily mean Culp can produce,2019-02-27,174.87,173.15,-1.72,-0.009835878000000001,Don't move,1,5,47,7,14.893617021276595
3195,6338,http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/4Kujn8jQgs8/is-larry-culp-leading-general-electric-in-the-right-direction-cm1107925,Is Larry Culp Leading General Electric In the Right Direction?,2019-02-27,InvestorPlace Stock Market News Stock Advice amp Trading Tips He certainly said all the right things and he said them in the right way Now just because General Electric NYSE GE CEO Larry Culp can make investors feel good it doesn t necessarily mean Culp can produce,2019-02-27,174.87,173.15,-1.72,-0.009835878000000001,Don't move,1,5,47,7,14.893617021276595
3204,6347,https://finance.yahoo.com/news/thursday-apple-rumors-apple-registers-185141539.html?.tsrc=rss,Thursday Apple Rumors: Apple Registers Two New iPad Models,2019-02-27,"Leading the Apple (NASDAQ:AAPL) rumor mill today is news of new iPad models coming soon. Today, we'll look at that and other Apple Rumors for Thursday.New iPad: It looks like we are getting closer to the release of the next new iPad devices, reports MacRumors. The tech company has now registered two new iPad devices in India. These devices have model numbers A2124 and A2133. The same model numbers have shown up in Eurasia registrations. Rumors claim that the new iPad models that the company is planning to release will be an update to the iPad mini line.Smart Gloves: A new patent reveals possible plans for Apple smart gloves, AppleInsider notes. These smart gloves would allow the user to type better on touchscreens with more forms of feed back. This includes the gloves squeezing around the tip of the finger to offer more precision. It will also be able to give them other types of feedback that may allow for a sense closer to haptic feedback.InvestorPlace - Stock Market News, Stock Advice & Trading TipsFolding iPhone: Another patent from Apple reveals how it may solve one problem with a folding iPhone, reports 9to5Mac. This patent details a system that would allow the device to heat up its screen in cold weather. This could keep the screen from breaking while folding if temperatures are too cold. It's still unknown how far away a folding iPhone is, but this patent suggests that AAPL is at least considering such a device.Check out more recent Apple Rumors or Subscribe to Apple Rumors : RSS As of this writing, William White did not hold a position in any of the aforementioned securities. Compare Brokers The post Thursday Apple Rumors: Apple Registers Two New iPad Models appeared first on InvestorPlace.",2019-02-27,174.87,173.15,-1.72,-0.009835878000000001,Don't move,17,4,294,38,12.925170068027212
